snapshot,ticker,revid
2022-03-31,C,1078861896
2022-03-31,CFG,1078861896
2022-03-31,CTXS,1078861896
2022-03-31,CLX,1078861896
2022-03-31,CME,1078861896
2022-03-31,CMS,1078861896
2022-03-31,KO,1078861896
2022-03-31,CTSH,1078861896
2022-03-31,CL,1078861896
2022-03-31,CMCSA,1078861896
2022-03-31,CMA,1078861896
2022-03-31,CAG,1078861896
2022-03-31,COP,1078861896
2022-03-31,ED,1078861896
2022-03-31,STZ,1078861896
2022-03-31,CEG,1078861896
2022-03-31,COO,1078861896
2022-03-31,CPRT,1078861896
2022-03-31,GLW,1078861896
2022-03-31,CTVA,1078861896
2022-03-31,COST,1078861896
2022-03-31,CTRA,1078861896
2022-03-31,CCI,1078861896
2022-03-31,CSX,1078861896
2022-03-31,CMI,1078861896
2022-03-31,CVS,1078861896
2022-03-31,DHI,1078861896
2022-03-31,DHR,1078861896
2022-03-31,DRI,1078861896
2022-03-31,DVA,1078861896
2022-03-31,DE,1078861896
2022-03-31,DAL,1078861896
2022-03-31,XRAY,1078861896
2022-03-31,DVN,1078861896
2022-03-31,DXCM,1078861896
2022-03-31,FANG,1078861896
2022-03-31,DLR,1078861896
2022-03-31,DFS,1078861896
2022-03-31,DISCA,1078861896
2022-03-31,DISCK,1078861896
2022-03-31,DISH,1078861896
2022-03-31,DIS,1078861896
2022-03-31,DG,1078861896
2022-03-31,DLTR,1078861896
2022-03-31,D,1078861896
2022-03-31,DPZ,1078861896
2022-03-31,DOV,1078861896
2022-03-31,DOW,1078861896
2022-03-31,DTE,1078861896
2022-03-31,DUK,1078861896
2022-03-31,DRE,1078861896
2022-03-31,DD,1078861896
2022-03-31,DXC,1078861896
2022-03-31,EMN,1078861896
2022-03-31,ETN,1078861896
2022-03-31,EBAY,1078861896
2022-03-31,ECL,1078861896
2022-03-31,EIX,1078861896
2022-03-31,EW,1078861896
2022-03-31,EA,1078861896
2022-03-31,EMR,1078861896
2022-03-31,ENPH,1078861896
2022-03-31,ETR,1078861896
2022-03-31,EOG,1078861896
2022-03-31,EPAM,1078861896
2022-03-31,EFX,1078861896
2022-03-31,EQIX,1078861896
2022-03-31,EQR,1078861896
2022-03-31,ESS,1078861896
2022-03-31,EL,1078861896
2022-03-31,ETSY,1078861896
2022-03-31,RE,1078861896
2022-03-31,EVRG,1078861896
2022-03-31,ES,1078861896
2022-03-31,EXC,1078861896
2022-03-31,EXPE,1078861896
2022-03-31,EXPD,1078861896
2022-03-31,EXR,1078861896
2022-03-31,XOM,1078861896
2022-03-31,FFIV,1078861896
2022-03-31,FDS,1078861896
2022-03-31,FAST,1078861896
2022-03-31,FRT,1078861896
2022-03-31,FDX,1078861896
2022-03-31,FITB,1078861896
2022-03-31,FRC,1078861896
2022-03-31,FE,1078861896
2022-03-31,FIS,1078861896
2022-03-31,FISV,1078861896
2022-03-31,FLT,1078861896
2022-03-31,FMC,1078861896
2022-03-31,F,1078861896
2022-03-31,FTNT,1078861896
2022-03-31,FTV,1078861896
2022-03-31,FBHS,1078861896
2022-03-31,FOXA,1078861896
2022-03-31,FOX,1078861896
2022-03-31,BEN,1078861896
2022-03-31,FCX,1078861896
2022-03-31,AJG,1078861896
2022-03-31,GRMN,1078861896
2022-03-31,IT,1078861896
2022-03-31,GE,1078861896
2022-03-31,GNRC,1078861896
2022-03-31,GD,1078861896
2022-03-31,GIS,1078861896
2022-03-31,GPC,1078861896
2022-03-31,GILD,1078861896
2022-03-31,GL,1078861896
2022-03-31,GPN,1078861896
2022-03-31,GM,1078861896
2022-03-31,GS,1078861896
2022-03-31,GWW,1078861896
2022-03-31,HAL,1078861896
2022-03-31,HIG,1078861896
2022-03-31,HAS,1078861896
2022-03-31,HCA,1078861896
2022-03-31,PEAK,1078861896
2022-03-31,HSIC,1078861896
2022-03-31,HSY,1078861896
2022-03-31,HES,1078861896
2022-03-31,HPE,1078861896
2022-03-31,HLT,1078861896
2022-03-31,HOLX,1078861896
2022-03-31,HD,1078861896
2022-03-31,HON,1078861896
2022-03-31,HRL,1078861896
2022-03-31,HST,1078861896
2022-03-31,HWM,1078861896
2022-03-31,HPQ,1078861896
2022-03-31,HUM,1078861896
2022-03-31,HII,1078861896
2022-03-31,HBAN,1078861896
2022-03-31,IEX,1078861896
2022-03-31,IDXX,1078861896
2022-03-31,ITW,1078861896
2022-03-31,ILMN,1078861896
2022-03-31,INCY,1078861896
2022-03-31,IR,1078861896
2022-03-31,INTC,1078861896
2022-03-31,ICE,1078861896
2022-03-31,IBM,1078861896
2022-03-31,IP,1078861896
2022-03-31,IPG,1078861896
2022-03-31,IFF,1078861896
2022-03-31,INTU,1078861896
2022-03-31,ISRG,1078861896
2022-03-31,IVZ,1078861896
2022-03-31,IPGP,1078861896
2022-03-31,IQV,1078861896
2022-03-31,IRM,1078861896
2022-03-31,JBHT,1078861896
2022-03-31,JKHY,1078861896
2022-03-31,J,1078861896
2022-03-31,JNJ,1078861896
2022-03-31,JCI,1078861896
2022-03-31,JPM,1078861896
2022-03-31,JNPR,1078861896
2022-03-31,K,1078861896
2022-03-31,KEY,1078861896
2022-03-31,KEYS,1078861896
2022-03-31,KMB,1078861896
2022-03-31,KIM,1078861896
2022-03-31,KMI,1078861896
2022-03-31,KLAC,1078861896
2022-03-31,KHC,1078861896
2022-03-31,KR,1078861896
2022-03-31,LHX,1078861896
2022-03-31,LH,1078861896
2022-03-31,LRCX,1078861896
2022-03-31,LW,1078861896
2022-03-31,LVS,1078861896
2022-03-31,LDOS,1078861896
2022-03-31,LEN,1078861896
2022-03-31,LLY,1078861896
2022-03-31,LNC,1078861896
2022-03-31,LIN,1078861896
2022-03-31,LYV,1078861896
2022-03-31,LKQ,1078861896
2022-03-31,LMT,1078861896
2022-03-31,L,1078861896
2022-03-31,LOW,1078861896
2022-03-31,LUMN,1078861896
2022-03-31,LYB,1078861896
2022-03-31,MTB,1078861896
2022-03-31,MRO,1078861896
2022-03-31,MPC,1078861896
2022-03-31,MKTX,1078861896
2022-03-31,MAR,1078861896
2022-03-31,MMC,1078861896
2022-03-31,MLM,1078861896
2022-03-31,MAS,1078861896
2022-03-31,MA,1078861896
2022-03-31,MTCH,1078861896
2022-03-31,MKC,1078861896
2022-03-31,MCD,1078861896
2022-03-31,MCK,1078861896
2022-03-31,MDT,1078861896
2022-03-31,MRK,1078861896
2022-03-31,FB,1078861896
2022-03-31,MET,1078861896
2022-03-31,MTD,1078861896
2022-03-31,MGM,1078861896
2022-03-31,MCHP,1078861896
2022-03-31,MU,1078861896
2022-03-31,MSFT,1078861896
2022-03-31,MAA,1078861896
2022-03-31,MRNA,1078861896
2022-03-31,MHK,1078861896
2022-03-31,MOH,1078861896
2022-03-31,TAP,1078861896
2022-03-31,MDLZ,1078861896
2022-03-31,MPWR,1078861896
2022-03-31,MNST,1078861896
2022-03-31,MCO,1078861896
2022-03-31,MS,1078861896
2022-03-31,MOS,1078861896
2022-03-31,MSI,1078861896
2022-03-31,MSCI,1078861896
2022-03-31,NDAQ,1078861896
2022-03-31,NTAP,1078861896
2022-03-31,NFLX,1078861896
2022-03-31,NWL,1078861896
2022-03-31,NEM,1078861896
2022-03-31,NWSA,1078861896
2022-03-31,NWS,1078861896
2022-03-31,NEE,1078861896
2022-03-31,NLSN,1078861896
2022-03-31,NKE,1078861896
2022-03-31,NI,1078861896
2022-03-31,NDSN,1078861896
2022-03-31,NSC,1078861896
2022-03-31,NTRS,1078861896
2022-03-31,NOC,1078861896
2022-03-31,NLOK,1078861896
2022-03-31,NCLH,1078861896
2022-03-31,NRG,1078861896
2022-03-31,NUE,1078861896
2022-03-31,NVDA,1078861896
2022-03-31,NVR,1078861896
2022-03-31,NXPI,1078861896
2022-03-31,ORLY,1078861896
2022-03-31,OXY,1078861896
2022-03-31,ODFL,1078861896
2022-03-31,OMC,1078861896
2022-03-31,OKE,1078861896
2022-03-31,ORCL,1078861896
2022-03-31,OGN,1078861896
2022-03-31,OTIS,1078861896
2022-03-31,PCAR,1078861896
